Site	Status	Sex	Protocol	sample_id	file name	file type	url
MOM	unknown	female	OPC method	MOHD_EA100028	MOHD_EA100028_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100028/MOHD_EA100028_signal-pvalue_GRCh38_v0.bigWig
MOM	unknown	female	OPC method	MOHD_EA100028	MOHD_EA100028_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100028/MOHD_EA100028_peaks-pseudorep_GRCh38_v0.bigBed
MOM	unknown	female	OPC method	MOHD_EA100028	MOHD_EA100028_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100028/MOHD_EA100028_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	female	Buffy Coat method	MOHD_EA100029	MOHD_EA100029_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100029/MOHD_EA100029_signal-pvalue_GRCh38_v0.bigWig
UIC	case	female	Buffy Coat method	MOHD_EA100029	MOHD_EA100029_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100029/MOHD_EA100029_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	female	Buffy Coat method	MOHD_EA100029	MOHD_EA100029_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100029/MOHD_EA100029_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	female	Buffy Coat method	MOHD_EA100029	MOHD_EA100029_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100029/MOHD_EA100029_signal-FC_GRCh38_v0.bigWig
UIC	case	female	OPC method	MOHD_EA100030	MOHD_EA100030_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100030/MOHD_EA100030_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	female	OPC method	MOHD_EA100030	MOHD_EA100030_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100030/MOHD_EA100030_signal-pvalue_GRCh38_v0.bigWig
UIC	case	female	OPC method	MOHD_EA100030	MOHD_EA100030_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100030/MOHD_EA100030_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	female	OPC method	MOHD_EA100030	MOHD_EA100030_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100030/MOHD_EA100030_signal-FC_GRCh38_v0.bigWig
UIC	case	female	Buffy Coat method	MOHD_EA100031	MOHD_EA100031_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100031/MOHD_EA100031_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	female	Buffy Coat method	MOHD_EA100031	MOHD_EA100031_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100031/MOHD_EA100031_signal-FC_GRCh38_v0.bigWig
UIC	case	female	Buffy Coat method	MOHD_EA100031	MOHD_EA100031_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100031/MOHD_EA100031_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	female	Buffy Coat method	MOHD_EA100031	MOHD_EA100031_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100031/MOHD_EA100031_signal-pvalue_GRCh38_v0.bigWig
UIC	case	female	OPC method	MOHD_EA100032	MOHD_EA100032_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100032/MOHD_EA100032_signal-pvalue_GRCh38_v0.bigWig
UIC	case	female	OPC method	MOHD_EA100032	MOHD_EA100032_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100032/MOHD_EA100032_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	female	OPC method	MOHD_EA100032	MOHD_EA100032_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100032/MOHD_EA100032_signal-FC_GRCh38_v0.bigWig
UIC	case	female	OPC method	MOHD_EA100032	MOHD_EA100032_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100032/MOHD_EA100032_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	male	Buffy Coat method	MOHD_EA100033	MOHD_EA100033_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100033/MOHD_EA100033_signal-pvalue_GRCh38_v0.bigWig
UIC	case	male	Buffy Coat method	MOHD_EA100033	MOHD_EA100033_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100033/MOHD_EA100033_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	male	Buffy Coat method	MOHD_EA100033	MOHD_EA100033_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100033/MOHD_EA100033_signal-FC_GRCh38_v0.bigWig
UIC	case	male	Buffy Coat method	MOHD_EA100033	MOHD_EA100033_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100033/MOHD_EA100033_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	male	OPC method	MOHD_EA100034	MOHD_EA100034_peaks-FDR5_GRCh38_v0.bigBed	FDR 0.05 peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100034/MOHD_EA100034_peaks-FDR5_GRCh38_v0.bigBed
UIC	case	male	OPC method	MOHD_EA100034	MOHD_EA100034_peaks-pseudorep_GRCh38_v0.bigBed	Pseudorep peaks	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100034/MOHD_EA100034_peaks-pseudorep_GRCh38_v0.bigBed
UIC	case	male	OPC method	MOHD_EA100034	MOHD_EA100034_signal-pvalue_GRCh38_v0.bigWig	p-value signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100034/MOHD_EA100034_signal-pvalue_GRCh38_v0.bigWig
UIC	case	male	OPC method	MOHD_EA100034	MOHD_EA100034_signal-FC_GRCh38_v0.bigWig	Fold change signal	https://downloads.mohdconsortium.org/2_ATAC/MOHD_EA100034/MOHD_EA100034_signal-FC_GRCh38_v0.bigWig
							
